,X,text,results
158,,provide both clerical and administrative support to the head of the organisation and officers coordinate and implement office procedures translate and interpret from the armenian language into the french language and vice versa responsible for both written and oral communication word processing and typing deal with telephone and email inquiries create and maintain filing systems order and or purchase stationery and equipment schedule and attend meetings create agendas and take minutes keep diaries and arrange appointments organize travel for staff,"[{'skill_id': 'KS127726X7WHMJWXJ5VH', 'doc_node_value': 'office procedure', 'score': 1, 'doc_node_id': [17, 18]}, {'skill_id': 'ESD9586DAE537548103C', 'doc_node_value': 'armenian language', 'score': 1, 'doc_node_id': [24, 25]}, {'skill_id': 'KS1243976G466GV63ZBY', 'doc_node_value': 'french language', 'score': 1, 'doc_node_id': [28, 29]}]"
159,,provide both clerical and administrative support to the head of the organisation and officers coordinate and implement office procedures translate and interpret from the armenian language into the french language and vice versa responsible for both written and oral communication word processing and typing deal with telephone and email inquiries create and maintain filing systems order and or purchase stationery and equipment schedule and attend meetings create agendas and take minutes keep diaries and arrange appointments organize travel for staff,"[{'skill_id': 'KS1248G6F1VTMZY56S84', 'doc_node_id': [4, 5], 'doc_node_value': 'administrative support', 'type': 'oneToken', 'score': 0.5666666666666668, 'len': 2}, {'skill_id': 'KS7G2F36GFX1K55V6GK4', 'doc_node_id': [14], 'doc_node_value': 'coordinate', 'type': 'lowSurf', 'score': 0.7177117466926575, 'len': 1}, {'skill_id': 'KS441HT671WH1P3LZFBC', 'doc_node_id': [19], 'doc_node_value': 'translate', 'type': 'lowSurf', 'score': 0.6511049270629883, 'len': 1}, {'skill_id': 'KS122556LMQ829GZCCRV', 'doc_node_id': [39], 'doc_node_value': 'communication', 'type': 'lowSurf', 'score': 0.8526842594146729, 'len': 1}, {'skill_id': 'KS4424P6GM1C9J88GBMH', 'doc_node_id': [40, 41], 'doc_node_value': 'word processing', 'type': 'oneToken', 'score': 0.6333333333333333, 'len': 2}, {'skill_id': 'KS441LG5Y8XGW9TP7B4W', 'doc_node_id': [43], 'doc_node_value': 'typing', 'type': 'fullUni', 'score': 1, 'len': 1}, {'skill_id': 'KS123KB741K818T8FXL6', 'doc_node_id': [49], 'doc_node_value': 'inquiries', 'type': 'lowSurf', 'score': 0.6165494918823242, 'len': 1}, {'skill_id': 'KS7G6496XXCBTK55654V', 'doc_node_id': [53, 54], 'doc_node_value': 'filing systems', 'type': 'oneToken', 'score': 0.5666666666666668, 'len': 2}, {'skill_id': 'KS127FD68FN8LGGXD378', 'doc_node_id': [54, 55], 'doc_node_value': 'systems order', 'type': 'oneToken', 'score': 0.6, 'len': 2}, {'skill_id': 'KS127FD68FN8LGGXD378', 'doc_node_id': [54, 55], 'doc_node_value': 'systems order', 'type': 'oneToken', 'score': 0.6, 'len': 2}, {'skill_id': 'KS1287R64YNBZGR50Y1N', 'doc_node_id': [58], 'doc_node_value': 'purchase', 'type': 'lowSurf', 'score': 0.8142340183258057, 'len': 1}, {'skill_id': 'KS680KR72KH02C5GM5TY', 'doc_node_id': [62], 'doc_node_value': 'schedule', 'type': 'lowSurf', 'score': 0.7029056549072266, 'len': 1}]"
160,,create and approve the document nomenclature check timeliness and correctness of the dispatch receptions of a daily correspondence participate in development instruction positions and others installing order of the work with the document participate in salary calculation and salary report formation handle telephone calls make translations perform other related duties as assigned,[]
161,,create and approve the document nomenclature check timeliness and correctness of the dispatch receptions of a daily correspondence participate in development instruction positions and others installing order of the work with the document participate in salary calculation and salary report formation handle telephone calls make translations perform other related duties as assigned,"[{'skill_id': 'KS7G5CT61NJMNH0V22KQ', 'doc_node_id': [12], 'doc_node_value': 'dispatch', 'type': 'lowSurf', 'score': 0.7155458927154541, 'len': 1}, {'skill_id': 'KS7G4XR784Q66ZDX1WKL', 'doc_node_id': [21], 'doc_node_value': 'instruction', 'type': 'lowSurf', 'score': 0.5907719731330872, 'len': 1}, {'skill_id': 'KS1255Y65SXCJWZBC26Y', 'doc_node_id': [25], 'doc_node_value': 'installing', 'type': 'lowSurf', 'score': 0.7594956159591675, 'len': 1}, {'skill_id': 'KS121BM6VGMJPK7X7938', 'doc_node_id': [36], 'doc_node_value': 'calculation', 'type': 'lowSurf', 'score': 0.8920806050300598, 'len': 1}, {'skill_id': 'KS441HT671WH1P3LZFBC', 'doc_node_id': [45], 'doc_node_value': 'translations', 'type': 'fullUni', 'score': 1, 'len': 1}]"
162,,keep up to date with trends in the communication and the wireless world develop and manage new mobile products and services b2c and b2b manage product launches across multiple market segments manage full product life cycle including development launch and maturity build and execute the product strategy and develop detailed strategies write mrs marketing requirement documents and work closely with the team members to ensure product delivery and quality develop and maintain close relationships with other departments in the company participate in the strategic planning process identifying evaluating and qualifying potential opportunities and creating strategic partnerships necessary for implementation develop and deliver strong sales presentations to all levels of management structure and negotiate partner alliances,"[{'skill_id': 'KS821U8XQRM3KNTJ84N7', 'doc_node_value': 'product strategy', 'score': 1, 'doc_node_id': [45, 46]}, {'skill_id': 'KS1219261TYVPMGX8KVQ', 'doc_node_value': 'strategic planning', 'score': 1, 'doc_node_id': [83, 84]}, {'skill_id': 'KS441036Q8YQ0P81GPB0', 'doc_node_value': 'strategic partnership', 'score': 1, 'doc_node_id': [94, 95]}, {'skill_id': 'KS4407J75X4WDBY7RGLC', 'doc_node_value': 'sale presentation', 'score': 1, 'doc_node_id': [103, 104]}]"
163,,keep up to date with trends in the communication and the wireless world develop and manage new mobile products and services b2c and b2b manage product launches across multiple market segments manage full product life cycle including development launch and maturity build and execute the product strategy and develop detailed strategies write mrs marketing requirement documents and work closely with the team members to ensure product delivery and quality develop and maintain close relationships with other departments in the company participate in the strategic planning process identifying evaluating and qualifying potential opportunities and creating strategic partnerships necessary for implementation develop and deliver strong sales presentations to all levels of management structure and negotiate partner alliances,"[{'skill_id': 'KS122556LMQ829GZCCRV', 'doc_node_id': [8], 'doc_node_value': 'communication', 'type': 'lowSurf', 'score': 0.8526842594146729, 'len': 1}, {'skill_id': 'KS1218W78FGVPVP2KXPX', 'doc_node_id': [15], 'doc_node_value': 'manage', 'type': 'lowSurf', 'score': 0.6341733336448669, 'len': 1}, {'skill_id': 'KSHBAZRKMYYJ8JRE9K4W', 'doc_node_id': [24, 25], 'doc_node_value': 'manage product', 'type': 'lowSurf', 'score': 2, 'len': 2}, {'skill_id': 'KS122LZ773L5MZ56S322', 'doc_node_id': [29, 30], 'doc_node_value': 'market segments', 'type': 'lowSurf', 'score': 2, 'len': 2}, {'skill_id': 'KS1218W78FGVPVP2KXPX', 'doc_node_id': [31], 'doc_node_value': 'manage', 'type': 'lowSurf', 'score': 0.6341733336448669, 'len': 1}, {'skill_id': 'KS125RJ6X9QKJV32RRC0', 'doc_node_id': [34, 35], 'doc_node_value': 'life cycle', 'type': 'oneToken', 'score': 0.6333333333333333, 'len': 2}, {'skill_id': 'KS123QM659F5KX8M3XQW', 'doc_node_id': [43], 'doc_node_value': 'execute', 'type': 'lowSurf', 'score': 0.561983048915863, 'len': 1}, {'skill_id': 'KS4425C7820LCHZS7VGX', 'doc_node_id': [51], 'doc_node_value': 'write', 'type': 'lowSurf', 'score': 0.7934276461601257, 'len': 1}, {'skill_id': 'KS1282Q6WX95ZZV1PNDG', 'doc_node_id': [54, 55], 'doc_node_value': 'requirement documents', 'type': 'oneToken', 'score': 0.5666666666666668, 'len': 2}, {'skill_id': 'KS1218W78FGVPVP2KXPX', 'doc_node_id': [109], 'doc_node_value': 'management', 'type': 'fullUni', 'score': 1, 'len': 1}, {'skill_id': 'KS126X663B21NB77ZHSP', 'doc_node_id': [112], 'doc_node_value': 'negotiate', 'type': 'lowSurf', 'score': 0.695405900478363, 'len': 1}]"
164,,arrange checking and ensure authenticity of corporate customers documentation set analyze and evaluate compliance of the corporate customer and the deal to bank s requirements check the possibility of refinancing of the deal at the expense of donor funds analyze financial state of the corporate customer structure the deal and credit limit prepare summaries and present these to committees of the bank prepare contracts and reports if required,[]
165,,arrange checking and ensure authenticity of corporate customers documentation set analyze and evaluate compliance of the corporate customer and the deal to bank s requirements check the possibility of refinancing of the deal at the expense of donor funds analyze financial state of the corporate customer structure the deal and credit limit prepare summaries and present these to committees of the bank prepare contracts and reports if required,"[{'skill_id': 'KS9K2MHG54YZNP9OEYHI', 'doc_node_id': [8, 9], 'doc_node_value': 'documentation set', 'type': 'lowSurf', 'score': 2, 'len': 2}, {'skill_id': 'KS120WT63K4HC6NX7QXV', 'doc_node_id': [22], 'doc_node_value': 'bank', 'type': 'lowSurf', 'score': 0.7769217491149902, 'len': 1}, {'skill_id': 'KS128GG6F2X780R2HBTM', 'doc_node_id': [29], 'doc_node_value': 'refinancing', 'type': 'fullUni', 'score': 1, 'len': 1}, {'skill_id': 'ESC098DE52A1CBE30EAB', 'doc_node_id': [37, 38], 'doc_node_value': 'donor funds', 'type': 'oneToken', 'score': 0.6, 'len': 2}, {'skill_id': 'KS123QP6PJKNWGR6KBPY', 'doc_node_id': [52, 53], 'doc_node_value': 'prepare summaries', 'type': 'oneToken', 'score': 0.6, 'len': 2}, {'skill_id': 'KS120WT63K4HC6NX7QXV', 'doc_node_id': [61], 'doc_node_value': 'bank', 'type': 'lowSurf', 'score': 0.7769217491149902, 'len': 1}]"
166,,"give the customer complete information concerning the car model and its extras checkout and checkin the cars fillin all necessary documentations drive the vehicles from airport station to headquarters for technical check and maintenance when needed etc treat the customers in a polite and competent way be aware of the company prices rental conditions and other company procedures give full and competent information to the customers provide a high level of customer service handle customer special requests if possible perform other related duties as required keep the image of ""sixt"" brand high","[{'skill_id': 'KS121Z26S4VJLQ1WXN21', 'doc_node_value': 'customer service', 'score': 1, 'doc_node_id': [71, 72]}]"
167,,"give the customer complete information concerning the car model and its extras checkout and checkin the cars fillin all necessary documentations drive the vehicles from airport station to headquarters for technical check and maintenance when needed etc treat the customers in a polite and competent way be aware of the company prices rental conditions and other company procedures give full and competent information to the customers provide a high level of customer service handle customer special requests if possible perform other related duties as required keep the image of ""sixt"" brand high","[{'skill_id': 'KS127XJ72BGXXGGHYWWZ', 'doc_node_id': [42], 'doc_node_value': 'polite', 'type': 'lowSurf', 'score': 0.6123337745666504, 'len': 1}, {'skill_id': 'KS7G39G6G5M749ZW5DP0', 'doc_node_id': [87], 'doc_node_value': 'image', 'type': 'lowSurf', 'score': 0.510378897190094, 'len': 1}, {'skill_id': 'KS7G4ML61B2JX1H1003Z', 'doc_node_id': [92], 'doc_node_value': 'brand', 'type': 'lowSurf', 'score': 0.5628423690795898, 'len': 1}]"
168,,provide technical support in delivery and implementation of rural economic development project in the south of armenia plan lead and implement project activities to meet project outcomes in selected value chains milk and meat within the mentioned project framework at all levels strategic tactical and operational ensuring the program is relevant to stakeholders needs and interests build and manage relationships with stakeholders including communities producer organizations key private sector companies as well as national and local ngos ensure adherence to sda quality standards and integration of best practices as well as adherence to donors and contractual requirements implement gender diversity governance and environmental policies throughout programming undertake market environment analysis including market players other projects and organizations state institutions etc relevant policies and developments in regard to the project specific objective produce quality program reports monthly quarterly and annually and other required documents and materials e g newsletters informational leaflets etc for internal and external usage and ensure that those meet stipulated deadlines perform other duties as required by the management of the project and organization,"[{'skill_id': 'KS120LB6XV5409BCQ0NF', 'doc_node_value': 'technical support', 'score': 1, 'doc_node_id': [1, 2]}, {'skill_id': 'KS1239Z71LLXDMTGRJ5S', 'doc_node_value': 'economic development', 'score': 1, 'doc_node_id': [9, 10]}, {'skill_id': 'KSAJ9BHUP0ONIDN2ABOI', 'doc_node_value': 'implement project', 'score': 1, 'doc_node_id': [20, 21]}, {'skill_id': 'KS441QM63C04S4BTT4WP', 'doc_node_value': 'value chain', 'score': 1, 'doc_node_id': [29, 30]}, {'skill_id': 'KS123L95Y41DFK8BWZXF', 'doc_node_value': 'environmental policy', 'score': 1, 'doc_node_id': [102, 103]}, {'skill_id': 'KS126556FNLYCY6YVFN6', 'doc_node_value': 'market environment', 'score': 1, 'doc_node_id': [107, 108]}]"
169,,provide technical support in delivery and implementation of rural economic development project in the south of armenia plan lead and implement project activities to meet project outcomes in selected value chains milk and meat within the mentioned project framework at all levels strategic tactical and operational ensuring the program is relevant to stakeholders needs and interests build and manage relationships with stakeholders including communities producer organizations key private sector companies as well as national and local ngos ensure adherence to sda quality standards and integration of best practices as well as adherence to donors and contractual requirements implement gender diversity governance and environmental policies throughout programming undertake market environment analysis including market players other projects and organizations state institutions etc relevant policies and developments in regard to the project specific objective produce quality program reports monthly quarterly and annually and other required documents and materials e g newsletters informational leaflets etc for internal and external usage and ensure that those meet stipulated deadlines perform other duties as required by the management of the project and organization,"[{'skill_id': 'ESEB1D4619E6E83A061D', 'doc_node_id': [17], 'doc_node_value': 'plan', 'type': 'lowSurf', 'score': 0.7436007261276245, 'len': 1}, {'skill_id': 'KS127D361PF0FTXDZ7C4', 'doc_node_id': [45], 'doc_node_value': 'operational', 'type': 'lowSurf', 'score': 0.7351006269454956, 'len': 1}, {'skill_id': 'ES70CD6E89F6DAD8F319', 'doc_node_id': [58, 59], 'doc_node_value': 'manage relationships', 'type': 'lowSurf', 'score': 2, 'len': 2}, {'skill_id': 'KS125716TLTGH6SDHJD1', 'doc_node_id': [84], 'doc_node_value': 'integration', 'type': 'fullUni', 'score': 1, 'len': 1}, {'skill_id': 'ES15AEA4E1FF0B552CE3', 'doc_node_id': [86, 87], 'doc_node_value': 'best practices', 'type': 'oneToken', 'score': 0.6, 'len': 2}, {'skill_id': 'KS124G66QWSYM012SWS5', 'doc_node_id': [100], 'doc_node_value': 'governance', 'type': 'fullUni', 'score': 1, 'len': 1}, {'skill_id': 'KS123655VLGBXHL0VPDW', 'doc_node_id': [105], 'doc_node_value': 'programming', 'type': 'fullUni', 'score': 1, 'len': 1}, {'skill_id': 'KS123MP6KPNJF3GFZ5TS', 'doc_node_id': [145], 'doc_node_value': 'e', 'type': 'fullUni', 'score': 1, 'len': 1}, {'skill_id': 'ESAB2C2E5E7E78A3527D', 'doc_node_id': [147], 'doc_node_value': 'newsletters', 'type': 'lowSurf', 'score': 1.0, 'len': 1}, {'skill_id': 'KS440Z56KDSX0YQS97GS', 'doc_node_id': [161], 'doc_node_value': 'stipulated', 'type': 'lowSurf', 'score': 0.6784012317657471, 'len': 1}, {'skill_id': 'KS1218W78FGVPVP2KXPX', 'doc_node_id': [170], 'doc_node_value': 'management', 'type': 'fullUni', 'score': 1, 'len': 1}]"
170,,processhandle bank entries and accounts be responsible for bank accounts reconciliation and verification of commissions from bank collection based on the statements provided by banks prepare reports administrate dealers transactions provide information on bank transactions and balances administer daily banking correspondences,[]
171,,processhandle bank entries and accounts be responsible for bank accounts reconciliation and verification of commissions from bank collection based on the statements provided by banks prepare reports administrate dealers transactions provide information on bank transactions and balances administer daily banking correspondences,"[{'skill_id': 'KS120WT63K4HC6NX7QXV', 'doc_node_id': [1], 'doc_node_value': 'bank', 'type': 'lowSurf', 'score': 0.7769217491149902, 'len': 1}, {'skill_id': 'KS1203W702ND09XHKJR5', 'doc_node_id': [4], 'doc_node_value': 'accounts', 'type': 'lowSurf', 'score': 0.5855268239974976, 'len': 1}, {'skill_id': 'KS120WT63K4HC6NX7QXV', 'doc_node_id': [8], 'doc_node_value': 'bank', 'type': 'lowSurf', 'score': 0.7769217491149902, 'len': 1}, {'skill_id': 'KS120W86MGP2XXV2NDCC', 'doc_node_id': [10], 'doc_node_value': 'reconciliation', 'type': 'fullUni', 'score': 1, 'len': 1}, {'skill_id': 'KS120WT63K4HC6NX7QXV', 'doc_node_id': [16], 'doc_node_value': 'bank', 'type': 'lowSurf', 'score': 0.7769217491149902, 'len': 1}, {'skill_id': 'KS7G4YT72YHJ3BVJ4P56', 'doc_node_id': [17], 'doc_node_value': 'collection', 'type': 'lowSurf', 'score': 0.8608566522598267, 'len': 1}, {'skill_id': 'KS120WT63K4HC6NX7QXV', 'doc_node_id': [24], 'doc_node_value': 'banks', 'type': 'lowSurf', 'score': 0.7314605712890625, 'len': 1}, {'skill_id': 'KS120WT63K4HC6NX7QXV', 'doc_node_id': [33], 'doc_node_value': 'bank', 'type': 'lowSurf', 'score': 0.7769217491149902, 'len': 1}, {'skill_id': 'KS120WT63K4HC6NX7QXV', 'doc_node_id': [39], 'doc_node_value': 'banking', 'type': 'lowSurf', 'score': 1.0, 'len': 1}]"
172,,support projects directed to the development of small and medium businesses projects directed to the development of agriculture and agricultural infrastructures livestock poultry sheep breeding and as well as remote pasture usage and maintenance projects rural community development projects research education and consultancy projects other projects upon need,"[{'skill_id': 'KS1225K67C74NWDXNJSL', 'doc_node_value': 'community development', 'score': 1, 'doc_node_id': [36, 37]}]"
173,,support projects directed to the development of small and medium businesses projects directed to the development of agriculture and agricultural infrastructures livestock poultry sheep breeding and as well as remote pasture usage and maintenance projects rural community development projects research education and consultancy projects other projects upon need,"[{'skill_id': 'KS120BL5Y82H6T9F0F1B', 'doc_node_id': [17], 'doc_node_value': 'agriculture', 'type': 'fullUni', 'score': 1, 'len': 1}, {'skill_id': 'KS120BL5Y82H6T9F0F1B', 'doc_node_id': [19], 'doc_node_value': 'agricultural', 'type': 'lowSurf', 'score': 0.8988596200942993, 'len': 1}, {'skill_id': 'KS121XY6VSGJ3Z6J82FQ', 'doc_node_id': [20], 'doc_node_value': 'infrastructures', 'type': 'lowSurf', 'score': 0.8356075286865234, 'len': 1}, {'skill_id': 'KS127Z365XP74FVZSZ5L', 'doc_node_id': [22], 'doc_node_value': 'poultry', 'type': 'fullUni', 'score': 1, 'len': 1}, {'skill_id': 'KS123C36VB79XX7FXP4J', 'doc_node_id': [39, 40], 'doc_node_value': 'research education', 'type': 'lowSurf', 'score': 2, 'len': 2}, {'skill_id': 'KS122B071LMGXVTT3Z91', 'doc_node_id': [42], 'doc_node_value': 'consultancy', 'type': 'lowSurf', 'score': 0.8104466795921326, 'len': 1}]"
174,,be responsible for strategic planning be responsible for business planning by business by branches be responsible for budgeting budget preparation and control budget forecast analyze variance actual vs budgeting perform and provide analysis of current results to prior periods andor budget disclose and analyze variances from actual and budgeting data analyze the realization of branches financial plans,"[{'skill_id': 'KS1219261TYVPMGX8KVQ', 'doc_node_value': 'strategic planning', 'score': 1, 'doc_node_id': [3, 4]}, {'skill_id': 'KS1219570C4LCP9ND4FH', 'doc_node_value': 'business planning', 'score': 1, 'doc_node_id': [8, 9]}]"
175,,be responsible for strategic planning be responsible for business planning by business by branches be responsible for budgeting budget preparation and control budget forecast analyze variance actual vs budgeting perform and provide analysis of current results to prior periods andor budget disclose and analyze variances from actual and budgeting data analyze the realization of branches financial plans,"[{'skill_id': 'KS120HK5XY6JV257QLTX', 'doc_node_id': [17], 'doc_node_value': 'budgeting', 'type': 'fullUni', 'score': 1, 'len': 1}, {'skill_id': 'KS7G70F70KF2R9LQ6BL0', 'doc_node_id': [21, 22], 'doc_node_value': 'control budget', 'type': 'oneToken', 'score': 0.6333333333333333, 'len': 2}, {'skill_id': 'KS1241P6PXRCKTDSWHTV', 'doc_node_id': [23], 'doc_node_value': 'forecast', 'type': 'lowSurf', 'score': 0.7015313506126404, 'len': 1}, {'skill_id': 'KS120HK5XY6JV257QLTX', 'doc_node_id': [28], 'doc_node_value': 'budgeting', 'type': 'lowSurf', 'score': 1.0, 'len': 1}, {'skill_id': 'KS120HK5XY6JV257QLTX', 'doc_node_id': [40], 'doc_node_value': 'budget', 'type': 'lowSurf', 'score': 0.5876256227493286, 'len': 1}, {'skill_id': 'KS120HK5XY6JV257QLTX', 'doc_node_id': [48], 'doc_node_value': 'budgeting', 'type': 'lowSurf', 'score': 1.0, 'len': 1}, {'skill_id': 'KS123YH6YZ1G0PZVVJW1', 'doc_node_id': [55, 56], 'doc_node_value': 'financial plans', 'type': 'lowSurf', 'score': 2, 'len': 2}]"
176,,under the supervision of fsdp infrastructure team leader the fms shall perform the following tasks prepare documentation necessary for the organization and outsourcing of research surveys assessments and analysis in various segments of the financial market banking insurance securities mortgage and etc coordinate outsourced activities and partner organizations steps to implement the outsourced research assessments surveys and analysis receive and review all documents received from beneficiary organizations and submit corresponding conclusions summaries comment and recommendations participate in joint cooperation activities between fsdp and acra coordinate fsdp assistance to acra prepare organizational documents needed coordinate fsdp public education and professional training activities prepare and submit corresponding plans reports summaries and other related documents submit weekly monthly quarterly and annual reports to infrastructure team leader other duties as assigned,"[{'skill_id': 'KS123YF6T21PFVZ16Y46', 'doc_node_value': 'financial market', 'score': 1, 'doc_node_id': [34, 35]}, {'skill_id': 'KS120HL62LT111PDC7HS', 'doc_node_value': 'annual report', 'score': 1, 'doc_node_id': [117, 118]}]"
177,,under the supervision of fsdp infrastructure team leader the fms shall perform the following tasks prepare documentation necessary for the organization and outsourcing of research surveys assessments and analysis in various segments of the financial market banking insurance securities mortgage and etc coordinate outsourced activities and partner organizations steps to implement the outsourced research assessments surveys and analysis receive and review all documents received from beneficiary organizations and submit corresponding conclusions summaries comment and recommendations participate in joint cooperation activities between fsdp and acra coordinate fsdp assistance to acra prepare organizational documents needed coordinate fsdp public education and professional training activities prepare and submit corresponding plans reports summaries and other related documents submit weekly monthly quarterly and annual reports to infrastructure team leader other duties as assigned,"[{'skill_id': 'ES87885D4EDB576917C4', 'doc_node_id': [2], 'doc_node_value': 'supervision', 'type': 'fullUni', 'score': 1, 'len': 1}, {'skill_id': 'KS121XY6VSGJ3Z6J82FQ', 'doc_node_id': [5], 'doc_node_value': 'infrastructure', 'type': 'lowSurf', 'score': 1.0, 'len': 1}, {'skill_id': 'KS1233N5Z0RM8G4MT4C9', 'doc_node_id': [15, 16], 'doc_node_value': 'prepare documentation', 'type': 'lowSurf', 'score': 2, 'len': 2}, {'skill_id': 'KS127H05WDKJ5BPKWVH2', 'doc_node_id': [22], 'doc_node_value': 'outsourcing', 'type': 'lowSurf', 'score': 1.0, 'len': 1}, {'skill_id': 'KS4413G62Q5JSFLYFTJS', 'doc_node_id': [24, 25], 'doc_node_value': 'research surveys', 'type': 'lowSurf', 'score': 2, 'len': 2}, {'skill_id': 'KS120WT63K4HC6NX7QXV', 'doc_node_id': [36], 'doc_node_value': 'banking', 'type': 'lowSurf', 'score': 1.0, 'len': 1}, {'skill_id': 'KS1281B66ZVTXTN14ST9', 'doc_node_id': [37, 39], 'doc_node_value': 'insurance mortgage', 'type': 'oneToken', 'score': 0.5666666666666668, 'len': 2}, {'skill_id': 'KS7G2F36GFX1K55V6GK4', 'doc_node_id': [42], 'doc_node_value': 'coordinate', 'type': 'lowSurf', 'score': 0.7177117466926575, 'len': 1}, {'skill_id': 'KS127H05WDKJ5BPKWVH2', 'doc_node_id': [43], 'doc_node_value': 'outsourced', 'type': 'lowSurf', 'score': 0.793795645236969, 'len': 1}, {'skill_id': 'KS127H05WDKJ5BPKWVH2', 'doc_node_id': [52], 'doc_node_value': 'outsourced', 'type': 'lowSurf', 'score': 0.793795645236969, 'len': 1}, {'skill_id': 'KS1203C6N9B52QGB4H67', 'doc_node_id': [53], 'doc_node_value': 'research', 'type': 'fullUni', 'score': 1, 'len': 1}, {'skill_id': 'KS7G0Z579RRP7TRC2L9T', 'doc_node_id': [55], 'doc_node_value': 'surveys', 'type': 'fullUni', 'score': 1, 'len': 1}, {'skill_id': 'KS68V7S9GF97TGZSWDOQ', 'doc_node_id': [72], 'doc_node_value': 'comment', 'type': 'lowSurf', 'score': 0.6570993661880493, 'len': 1}, {'skill_id': 'KS122D66ZXYMB2T0HT81', 'doc_node_id': [78], 'doc_node_value': 'cooperation', 'type': 'lowSurf', 'score': 1.0, 'len': 1}, {'skill_id': 'KS7G2F36GFX1K55V6GK4', 'doc_node_id': [84], 'doc_node_value': 'coordinate', 'type': 'lowSurf', 'score': 0.7177117466926575, 'len': 1}, {'skill_id': 'KS7G2F36GFX1K55V6GK4', 'doc_node_id': [93], 'doc_node_value': 'coordinate', 'type': 'lowSurf', 'score': 0.7177117466926575, 'len': 1}, {'skill_id': 'ES8EFF4CF6CA7FF9A7D6', 'doc_node_id': [95, 96], 'doc_node_value': 'public education', 'type': 'oneToken', 'score': 0.6, 'len': 2}, {'skill_id': 'KS1283F6ZVXQT45FFNKB', 'doc_node_id': [98, 99], 'doc_node_value': 'professional training', 'type': 'oneToken', 'score': 0.6, 'len': 2}, {'skill_id': 'ESEB1D4619E6E83A061D', 'doc_node_id': [105], 'doc_node_value': 'plans', 'type': 'lowSurf', 'score': 0.7372629046440125, 'len': 1}, {'skill_id': 'KS121XY6VSGJ3Z6J82FQ', 'doc_node_id': [120], 'doc_node_value': 'infrastructure', 'type': 'lowSurf', 'score': 1.0, 'len': 1}]"
178,,identify and attract clients professionally demonstrate presentations organize meetings and presentations as potential clients drive revenue growth by increasing sales volume cultivate relationships with clients gain deep insight into their business and ultimately provide solutions to their marketing and advertising goals be directly involved in the negotiations and sales efforts with all assigned accounts oversee the management and operations of established accounts to ensure highest level of customer service and satisfaction consult with clients on their marketing needs and creatively design solution packages provide feedback to the company on how to best service clients needs,"[{'skill_id': 'KS7G20264NW3ZVV10T1S', 'doc_node_value': 'revenue growth', 'score': 1, 'doc_node_id': [15, 16]}, {'skill_id': 'KS121Z26S4VJLQ1WXN21', 'doc_node_value': 'customer service', 'score': 1, 'doc_node_id': [67, 68]}]"
179,,identify and attract clients professionally demonstrate presentations organize meetings and presentations as potential clients drive revenue growth by increasing sales volume cultivate relationships with clients gain deep insight into their business and ultimately provide solutions to their marketing and advertising goals be directly involved in the negotiations and sales efforts with all assigned accounts oversee the management and operations of established accounts to ensure highest level of customer service and satisfaction consult with clients on their marketing needs and creatively design solution packages provide feedback to the company on how to best service clients needs,"[{'skill_id': 'KS1280B68GD79P4WMVYW', 'doc_node_id': [6], 'doc_node_value': 'presentations', 'type': 'fullUni', 'score': 1, 'len': 1}, {'skill_id': 'KS1280B68GD79P4WMVYW', 'doc_node_id': [10], 'doc_node_value': 'presentations', 'type': 'fullUni', 'score': 1, 'len': 1}, {'skill_id': 'KS123X777H5WFNXQ6BPM', 'doc_node_id': [19], 'doc_node_value': 'sales', 'type': 'fullUni', 'score': 1, 'len': 1}, {'skill_id': 'KS7G0S16FTG6TB0QZD2F', 'doc_node_id': [39], 'doc_node_value': 'advertising', 'type': 'lowSurf', 'score': 0.7802839279174805, 'len': 1}, {'skill_id': 'KS126X663B21NB77ZHSP', 'doc_node_id': [46], 'doc_node_value': 'negotiations', 'type': 'lowSurf', 'score': 0.7847973704338074, 'len': 1}, {'skill_id': 'KS123X777H5WFNXQ6BPM', 'doc_node_id': [48], 'doc_node_value': 'sales', 'type': 'fullUni', 'score': 1, 'len': 1}, {'skill_id': 'KS1203W702ND09XHKJR5', 'doc_node_id': [53], 'doc_node_value': 'accounts', 'type': 'lowSurf', 'score': 0.5855268239974976, 'len': 1}, {'skill_id': 'KS1218W78FGVPVP2KXPX', 'doc_node_id': [56], 'doc_node_value': 'management', 'type': 'fullUni', 'score': 1, 'len': 1}, {'skill_id': 'KS127D361PF0FTXDZ7C4', 'doc_node_id': [58], 'doc_node_value': 'operations', 'type': 'lowSurf', 'score': 1.0, 'len': 1}, {'skill_id': 'KS1203W702ND09XHKJR5', 'doc_node_id': [61], 'doc_node_value': 'accounts', 'type': 'lowSurf', 'score': 0.5855268239974976, 'len': 1}, {'skill_id': 'KS122B071LMGXVTT3Z91', 'doc_node_id': [71], 'doc_node_value': 'consult', 'type': 'lowSurf', 'score': 0.5103848576545715, 'len': 1}, {'skill_id': 'KS122HK6LN2MZHFY69GJ', 'doc_node_id': [79], 'doc_node_value': 'creatively', 'type': 'lowSurf', 'score': 0.5707026124000549, 'len': 1}, {'skill_id': 'ESFC2F3E50EB0CEA9F56', 'doc_node_id': [80, 81], 'doc_node_value': 'design solution', 'type': 'oneToken', 'score': 0.5666666666666668, 'len': 2}, {'skill_id': 'KS121Z2775J1MHNJ03HM', 'doc_node_id': [92, 93], 'doc_node_value': 'service clients', 'type': 'lowSurf', 'score': 2, 'len': 2}]"
